Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,Expected goals,Assists,Expected assists,Duels/90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions/90,Defensive duels/90,"Defensive duels won, %",Aerial duels/90,"Aerial duels won, %",Sliding tackles/90,PAdj Sliding tackles,Shots blocked/90,Interceptions/90,PAdj Interceptions,Fouls/90,Yellow cards,Yellow cards/90,Red cards,Red cards/90,Successful attacking actions/90,Goals/90,Non-penalty goals,Non-penalty goals/90,Expected goals/90,Head goals,Head goals/90,Shots,Shots/90,"Shots on target, %","Goal conversion, %",Assists/90,Crosses/90,"Accurate crosses, %",Crosses from left flank/90,"Accurate crosses from left flank, %",Crosses from right flank/90,"Accurate crosses from right flank, %",Crosses to goalie box/90,Dribbles/90,"Successful dribbles, %",Offensive duels/90,"Offensive duels won, %",Touches in box/90,Progressive runs/90,Accelerations/90,Received passes/90,Received long passes/90,Fouls suffered/90,Passes/90,"Accurate passes, %",Forward passes/90,"Accurate forward passes, %",Back passes/90,"Accurate back passes, %",Lateral passes/90,"Accurate lateral passes, %",Short / medium passes/90,"Accurate short / medium passes, %",Long passes/90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Expected assists/90,Shot assists/90,Second assists/90,Third assists/90,Smart passes/90,"Accurate smart passes, %",Key passes/90,Passes to final third/90,"Accurate passes to final third, %",Passes to penalty area/90,"Accurate passes to penalty area, %",Through passes/90,"Accurate through passes, %",Deep completions/90,Deep completed crosses/90,Progressive passes/90,"Accurate progressive passes, %",Conceded goals,Conceded goals/90,Shots against,Shots against/90,Clean sheets,"Save rate, %",Expected goals conceded,Expected goals conceded/90,Prevented goals,Prevented goals/90,Back passes received by GK/90,Exits/90,Aerial duels/90 (GK),Free kicks/90,Direct free kicks/90,"Direct free kicks on target, %",Corners/90,Penalties taken,"Penalty conversion, %"
Leo Ellington,Team 52,Team 52,"LW, LAMF",29,1500000,2028-12-31,13,457,2,1.52,0,0.12,14.77,37.33,Belgium,Belgium,right,177,80,yes,2.36,2.56,30.77,3.35,52.94,0.0,0.0,0.0,1.58,2.2,0.98,0,0.0,0,0.0,2.76,0.39,2,0.39,0.3,0,0.0,9,1.77,66.67,22.222,0.0,0.59,33.33,0.59,33.33,0.0,0.0,0.0,3.35,41.18,7.09,36.11,2.95,1.77,0.39,20.09,2.76,0.98,21.07,81.31,4.73,66.67,5.51,89.29,6.89,77.14,18.91,85.42,1.58,50.0,15.01,23.68,0.02,0.59,0.0,0.0,0.0,0.0,0.0,1.97,90.0,1.18,50.0,0.0,0.0,0.98,0.39,3.35,64.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Alexander Whitmore,Team 52,Team 52,LCB,32,1300000,2027-12-31,16,1377,0,0.25,0,0.0,9.61,65.31,England,England,left,190,79,yes,7.91,3.92,63.33,2.81,72.09,0.46,0.61,0.92,4.97,6.65,0.92,3,0.2,1,0.07,0.39,0.0,0,0.0,0.02,0,0.0,3,0.2,0.0,0.0,0.0,0.2,66.67,0.2,66.67,0.0,0.0,0.07,0.33,80.0,1.5,73.91,0.26,0.46,0.07,24.44,0.33,0.92,36.41,85.28,16.08,74.39,1.83,92.86,13.66,95.22,31.37,91.67,4.84,44.59,19.62,35.41,0.0,0.0,0.07,0.0,0.0,0.0,0.0,4.64,69.01,0.59,33.33,0.26,25.0,0.07,0.13,7.39,68.14,0,,0,,0,0.0,0.0,0.0,,,0.72,,,0.07,0.0,0.0,0.0,0,0.0
Lars Ashford,Team 52,Team 52,"CF, LW",28,1200000,2028-06-30,8,301,1,0.83,0,0.2,18.24,40.98,Argentina,Argentina,right,181,72,yes,5.08,3.89,69.23,5.68,26.32,0.6,0.77,0.0,1.79,2.31,0.3,0,0.0,0,0.0,2.99,0.3,1,0.3,0.25,0,0.0,7,2.09,28.57,14.286,0.0,1.2,0.0,0.6,0.0,0.6,0.0,0.0,2.99,80.0,6.28,47.62,3.59,1.5,0.9,9.87,1.2,0.3,13.16,70.45,2.39,62.5,3.89,92.31,2.99,70.0,11.96,77.5,0.0,0.0,18.51,0.0,0.06,0.9,0.0,0.0,0.0,0.0,0.3,0.3,100.0,0.3,100.0,0.0,0.0,0.3,0.0,1.2,25.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Lucas Huntington,Team 52,Team 52,"DMF, LCMF, LDMF",33,1000000,2027-12-31,10,710,0,0.29,0,0.32,12.68,53.0,Morocco,Morocco,left,183,80,yes,6.21,6.21,48.98,3.42,66.67,0.25,0.34,0.13,2.92,3.9,1.77,2,0.25,0,0.0,0.13,0.0,0,0.0,0.04,0,0.0,3,0.38,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.13,100.0,1.39,45.45,0.51,0.0,0.0,28.52,0.0,0.51,42.21,88.89,15.85,84.0,5.96,95.74,14.07,90.99,38.92,90.88,3.17,68.0,16.96,29.17,0.04,0.51,0.0,0.0,0.0,0.0,0.13,6.21,81.63,0.89,42.86,0.25,0.0,0.25,0.0,6.59,76.92,0,,0,,0,0.0,0.0,0.0,,,0.63,,,0.0,0.0,0.0,0.0,0,0.0
Maxim Brecken,Team 52,Team 52,LB,29,600000,2027-12-31,14,1391,0,0.45,1,1.01,13.78,65.26,England,England,left,171,70,yes,10.74,7.25,65.18,2.39,64.86,0.45,0.61,0.32,5.56,7.46,0.91,5,0.32,0,0.0,1.62,0.0,0,0.0,0.03,0,0.0,7,0.45,28.57,0.0,0.06,1.29,45.0,1.29,45.0,0.0,0.0,0.06,1.04,87.5,2.72,66.67,0.91,1.04,0.32,26.66,1.29,0.78,39.47,82.46,17.21,75.94,5.69,89.77,8.09,88.0,35.84,86.1,2.39,45.95,15.49,28.2,0.07,0.26,0.0,0.06,0.0,0.0,0.19,3.36,67.31,1.42,50.0,0.0,0.0,0.39,0.52,6.99,68.52,0,,0,,0,0.0,0.0,0.0,,,0.32,,,0.0,0.0,0.0,0.0,0,0.0
Dorian Ravensdale,Team 52,Team 52,GK,25,100000,2028-12-31,2,206,0,0.0,0,0.0,0.0,0.0,Ecuador,Ecuador,right,186,80,yes,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.58,0.0,1,0.44,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,11.36,65.38,7.86,50.0,0.44,100.0,3.5,100.0,6.55,80.0,4.81,45.45,37.83,52.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.44,0.0,0.0,0.0,0.0,0.0,3.5,50.0,2,0.87,9,3.93,1,77.78,2.28,1.0,0.28,0.122,0.0,2.62,0.0,,,,0.0,0,0.0
Rowan Calder,Team 52,Team 52,RAMF,19,1900000,2028-12-31,1,13,0,0.0,0,0.0,,,Ghana,Ghana,right,177,72,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Malcolm Beaumont,Team 52,Team 52,LB,18,1700000,2027-03-31,5,400,0,0.12,0,0.59,13.05,50.0,Wales,"Wales, Spain",left,175,75,yes,7.65,6.53,68.97,2.48,27.27,0.23,0.32,0.23,2.93,4.19,1.35,1,0.23,0,0.0,1.58,0.0,0,0.0,0.03,0,0.0,3,0.68,33.33,0.0,0.0,3.15,35.71,3.15,35.71,0.0,0.0,0.0,1.13,20.0,2.48,9.09,1.8,2.03,0.23,21.6,1.35,0.0,29.25,76.92,11.25,74.0,6.3,92.86,5.4,75.0,24.53,83.49,1.8,62.5,14.88,30.0,0.13,0.9,0.23,0.0,0.0,0.0,0.45,1.8,87.5,1.58,57.14,0.0,0.0,0.45,1.13,5.18,78.26,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.0,0.0,0.0,0.0,0,0.0
Tobias Sinclair,Team 52,Team 52,"RW, RAMF",18,4750000,2027-04-30,4,69,0,0.25,0,0.0,16.96,46.15,Italy,Italy,right,177,74,yes,6.52,3.91,100.0,1.3,0.0,0.0,0.0,0.0,2.61,6.67,1.3,0,0.0,0,0.0,2.61,0.0,0,0.0,0.32,0,0.0,1,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,5.22,50.0,10.43,37.5,0.0,0.0,0.0,18.26,1.3,1.3,23.48,66.67,1.3,0.0,7.83,66.67,6.52,80.0,22.17,70.59,0.0,0.0,13.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Hugo Huntington,Team 52,Team 52,"RAMF, RW, RCMF",21,2500000,2030-12-31,18,1294,0,0.98,1,1.6,11.89,53.22,Denmark,Denmark,right,176,73,yes,5.43,3.76,64.81,1.81,53.85,0.21,0.28,0.28,2.78,3.7,0.49,2,0.14,0,0.0,1.6,0.0,0,0.0,0.07,0,0.0,11,0.77,18.18,0.0,0.07,1.25,33.33,0.56,50.0,0.63,22.22,0.28,1.95,53.57,5.22,44.0,2.09,2.23,0.42,29.56,0.7,1.32,38.32,84.75,9.67,79.86,8.35,90.83,10.71,86.36,35.61,87.3,1.46,66.67,13.97,15.84,0.11,1.39,0.14,0.0,0.07,0.0,0.63,3.27,87.23,2.16,70.97,0.28,0.0,1.11,0.42,4.73,73.53,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.28,0.0,0.0,0.9,0,0.0
Matthias Montague,Team 52,Team 52,"AMF, RW, LWF",22,3000000,2029-05-31,9,516,1,1.55,2,1.56,20.41,43.59,Denmark,Denmark,left,177,69,yes,5.93,6.1,48.57,1.4,25.0,0.0,0.0,0.17,2.97,4.32,1.57,1,0.17,0,0.0,3.84,0.17,1,0.17,0.27,0,0.0,12,2.09,33.33,8.333,0.35,2.27,15.38,1.57,11.11,0.7,25.0,0.52,4.01,69.57,10.81,45.16,3.49,2.79,0.35,27.91,0.52,1.22,35.41,81.77,7.33,76.19,8.2,93.62,11.69,83.58,32.44,88.17,0.87,0.0,15.99,13.71,0.27,2.09,0.0,0.0,0.0,0.0,1.05,2.79,62.5,2.09,50.0,0.0,0.0,1.57,0.7,4.53,65.38,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.17,0.0,0.0,1.92,0,0.0
Cillian Yardley,Team 52,Team 52,"RWF, RW",24,3250000,2028-12-31,2,83,0,0.1,0,0.0,9.76,44.44,Ecuador,"Ecuador, France",right,186,77,yes,3.25,2.17,50.0,2.17,0.0,1.08,2.5,0.0,1.08,2.5,0.0,0,0.0,0,0.0,1.08,0.0,0,0.0,0.11,0,0.0,3,3.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,3.25,0.0,0.0,2.17,50.0,5.42,60.0,2.17,0.0,0.0,27.11,2.17,2.17,36.87,67.65,8.67,62.5,10.84,100.0,15.18,50.0,31.45,79.31,2.17,0.0,16.25,21.15,0.0,1.08,0.0,0.0,0.0,0.0,0.0,7.59,71.43,7.59,0.0,0.0,0.0,0.0,0.0,3.25,33.33,0,,0,,0,0.0,0.0,0.0,,,1.08,,,0.0,0.0,0.0,0.0,0,0.0
Fabian Valen,Team 52,Team 52,"RCMF, RDMF, LDMF",30,2500000,2028-12-31,14,958,0,0.28,1,0.39,13.15,52.86,Slovenia,Slovenia,right,178,77,yes,7.99,7.05,62.67,1.78,31.58,0.47,0.65,0.38,3.1,4.3,1.6,0,0.0,0,0.0,1.13,0.0,0,0.0,0.03,0,0.0,6,0.56,0.0,0.0,0.09,0.66,42.86,0.19,0.0,0.47,60.0,0.0,1.13,66.67,3.66,43.59,0.66,0.47,0.0,27.62,0.09,0.75,38.8,80.39,15.78,75.0,4.04,88.37,12.87,85.4,34.38,85.79,3.85,36.59,17.72,35.78,0.04,0.19,0.0,0.09,0.19,50.0,0.28,6.67,70.42,1.22,38.46,0.28,0.0,0.56,0.28,7.52,71.25,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0
Nathan Brecken,Team 52,Team 52,"CF, AMF, LCMF",34,4250000,2026-12-31,9,864,6,4.64,1,1.39,20.94,42.79,Portugal,Portugal,right,175,68,yes,2.71,2.92,46.43,1.15,45.45,0.1,0.16,0.0,1.25,1.88,1.25,6,0.63,0,0.0,4.27,0.63,4,0.42,0.48,0,0.0,32,3.33,40.63,18.75,0.1,0.83,37.5,0.52,60.0,0.31,0.0,0.1,4.58,52.27,15.52,41.61,4.69,3.54,0.31,33.23,1.04,4.06,37.4,75.21,13.65,70.23,6.25,95.0,8.85,77.65,33.75,77.16,2.92,60.71,15.59,33.23,0.14,1.56,0.21,0.1,0.21,100.0,0.52,5.52,66.04,4.48,53.49,0.73,57.14,2.29,0.31,6.35,91.8,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.67,0.42,25.0,3.65,2,100.0
Viktor Mercer,Team 52,Team 52,GK,25,2500000,2028-12-31,18,1838,0,0.1,0,0.0,0.49,90.0,Scotland,Scotland,right,192,85,yes,0.83,0.1,50.0,0.39,100.0,0.0,0.0,0.0,0.78,1.09,0.05,3,0.15,0,0.0,0.05,0.0,0,0.0,0.0,0,0.0,1,0.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,5.83,0.05,0.05,11.46,88.46,5.29,77.78,0.0,0.0,5.58,98.25,8.08,98.79,3.38,63.77,28.7,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,57.14,0.0,0.0,0.1,50.0,0.0,0.0,2.5,68.63,31,1.52,84,4.11,3,63.1,24.9,1.22,-6.1,-0.299,0.0,1.32,0.39,,,,0.0,0,0.0
Isaac Stansfield,Team 36,Team 36,"CB, LCB",32,10000000,46934,3,273,0,0.8,0,0.0,11.54,62.86,Belgium,"Belgium, Italy",right,190,83,yes,8.57,4.95,53.33,3.3,80.0,0.33,0.42,0.66,5.6,7.18,1.32,0,0.0,0,0.0,0.66,0.0,0,0.0,0.26,0,0.0,3,0.99,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,100.0,0.99,100.0,0.99,0.0,0.0,23.08,0.0,0.66,37.58,85.96,15.49,72.34,2.97,88.89,15.16,97.83,31.65,92.71,5.93,50.0,21.98,31.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,60.0,0.66,100.0,0.0,0.0,0.66,0.0,6.92,85.71,0,,0,,0,0.0,0.0,0.0,,,1.98,,,0.0,0.0,0.0,0.0,0,0.0
Damian Ellington,Team 36,Team 36,"RAMF, AMF, LAMF",23,7000000,47483,6,118,0,0.49,0,0.01,22.88,46.67,Chile,Chile,left,172,68,yes,6.86,6.1,62.5,0.0,0.0,0.0,0.0,0.0,3.05,8.0,0.0,0,0.0,0,0.0,5.34,0.0,0,0.0,0.37,0,0.0,5,3.81,40.0,0.0,0.0,2.29,0.0,0.0,0.0,2.29,0.0,0.76,6.1,62.5,14.49,36.84,6.1,0.0,0.0,29.75,0.76,1.53,37.37,83.67,3.81,60.0,13.73,94.44,11.44,93.33,32.8,93.02,2.29,33.33,20.61,8.27,0.01,0.76,0.0,0.0,0.76,0.0,0.0,0.76,100.0,2.29,66.67,0.76,0.0,2.29,0.0,4.58,83.33,0,,0,,0,0.0,0.0,0.0,,,0.76,,,0.0,0.0,0.0,0.76,0,0.0
Casper Carrington,Team 36,Team 36,"LCMF, DMF",25,7000000,47118,16,1450,0,0.24,0,1.25,11.98,56.99,Uruguay,Uruguay,right,178,77,yes,5.77,5.28,55.29,1.86,60.0,0.25,0.33,0.12,2.61,3.44,1.3,1,0.06,0,0.0,1.06,0.0,0,0.0,0.02,0,0.0,9,0.56,22.22,0.0,0.0,0.56,77.78,0.25,100.0,0.31,60.0,0.06,0.74,66.67,3.91,60.32,0.12,0.81,0.06,25.14,0.0,1.18,38.48,87.42,11.36,75.96,3.6,94.83,18.56,92.64,33.27,92.35,4.78,53.25,20.07,41.06,0.08,0.62,0.0,0.06,0.06,0.0,0.12,7.63,73.98,1.12,50.0,0.25,0.0,0.31,0.43,5.03,85.19,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0
Malcolm Kensington,Team 36,Team 36,"RWB, RW, RB",27,7000000,47664,20,1644,1,2.33,3,1.27,18.83,45.64,United States,United States,right,181,75,yes,6.41,5.97,59.63,4.38,32.5,0.27,0.39,0.11,2.57,3.67,1.64,4,0.22,0,0.0,2.68,0.05,1,0.05,0.13,0,0.0,30,1.64,36.67,3.333,0.16,3.56,23.08,0.27,0.0,3.23,23.73,0.6,2.14,58.97,6.57,50.83,3.12,1.37,0.27,22.55,2.03,1.59,28.36,72.59,7.77,60.56,7.12,91.54,7.94,71.03,22.99,83.1,1.92,34.29,18.71,28.72,0.07,0.88,0.0,0.0,0.05,0.0,0.6,2.96,53.7,3.28,43.33,0.16,0.0,1.2,0.88,5.64,76.7,0,,0,,0,0.0,0.0,0.0,,,0.22,,,0.0,0.0,0.0,0.05,0,0.0
Isaac Garrison,Team 36,Team 36,"LCMF, LW",29,6000000,46387,10,221,0,0.04,0,0.0,11.81,58.62,United States,United States,left,179,79,yes,8.96,5.29,84.62,3.26,12.5,0.81,1.2,0.41,3.67,5.4,0.41,0,0.0,0,0.0,0.41,0.0,0,0.0,0.02,0,0.0,1,0.41,100.0,0.0,0.0,0.41,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.22,33.33,0.81,1.22,0.41,23.62,0.41,0.81,35.02,87.21,10.18,76.0,6.92,94.12,11.4,96.43,31.36,88.31,3.26,87.5,17.12,14.32,0.0,0.41,0.0,0.0,0.0,0.0,0.0,8.55,95.24,1.22,100.0,0.81,100.0,1.63,0.0,5.7,64.29,0,,0,,0,0.0,0.0,0.0,,,1.22,,,0.0,0.0,0.0,0.0,0,0.0
Sebastian Fenwick,Team 36,Team 36,"RCB, CB, LCB",29,5000000,46752,15,1269,1,1.43,0,0.08,12.7,59.22,Mexico,Mexico,right,187,78,yes,8.01,4.47,74.6,5.18,50.68,0.0,0.0,0.21,4.68,7.33,0.92,3,0.21,0,0.0,0.35,0.07,1,0.07,0.1,0,0.0,6,0.43,16.67,16.667,0.0,0.21,66.67,0.07,0.0,0.14,100.0,0.07,0.21,66.67,0.92,30.77,1.13,0.71,0.0,23.33,0.43,0.28,39.79,86.27,16.17,78.07,3.62,92.16,15.39,95.39,35.6,89.84,4.04,54.39,19.82,32.57,0.01,0.07,0.0,0.07,0.0,0.0,0.07,5.04,69.01,0.64,55.56,0.35,40.0,0.43,0.14,6.81,68.75,0,,0,,0,0.0,0.0,0.0,,,2.34,,,0.0,0.0,0.0,0.0,0,0.0
Arthur Calder,Team 36,Team 36,"AMF, CF, LCMF",35,4000000,46752,16,1183,3,3.05,0,2.38,13.47,44.63,Turkey,Turkey,right,177,70,yes,4.49,2.89,68.42,0.99,0.0,0.08,0.11,0.15,2.43,3.53,0.46,1,0.08,0,0.0,1.98,0.23,2,0.15,0.23,0,0.0,21,1.6,23.81,14.286,0.0,1.14,33.33,0.68,22.22,0.46,50.0,0.23,1.98,50.0,8.29,44.04,2.05,2.05,0.23,25.56,1.07,1.83,32.79,82.6,12.32,71.6,4.95,98.46,9.89,90.77,30.51,86.03,1.22,43.75,16.69,28.18,0.18,2.13,0.0,0.0,0.53,42.86,0.53,5.33,75.71,2.74,52.78,0.68,22.22,1.29,0.46,5.17,80.88,0,,0,,0,0.0,0.0,0.0,,,0.0,,,2.05,0.38,20.0,5.4,1,100.0
Kasper Thorne,Team 36,Team 36,GK,33,3500000,46387,11,1133,0,0.0,0,0.0,0.56,85.71,Nigeria,Nigeria,right,190,82,yes,1.11,0.24,100.0,0.32,75.0,0.0,0.0,0.0,0.87,1.33,0.0,1,0.08,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,0.4,0.08,17.0,86.92,12.47,82.8,0.0,0.0,4.29,100.0,9.45,98.32,7.55,72.63,35.91,50.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,70.37,0.32,0.0,0.24,0.0,0.0,0.0,6.35,78.75,11,0.87,32,2.54,3,65.63,8.65,0.69,-2.35,-0.187,0.0,1.03,0.32,,,,0.0,0,0.0
Callum Callow,Team 36,Team 36,GK,25,3000000,47118,10,963,0,0.0,0,0.0,0.37,100.0,Brazil,Brazil,right,193,90,yes,0.56,0.0,0.0,0.37,100.0,0.0,0.0,0.0,0.56,0.8,0.0,1,0.09,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.28,0.09,17.1,81.97,8.79,69.15,0.0,0.0,7.48,96.25,11.12,96.64,5.98,54.69,32.16,45.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,40.74,0.09,0.0,0.19,50.0,0.0,0.0,4.11,75.0,12,1.12,28,2.62,4,57.14,9.89,0.92,-2.11,-0.197,0.0,1.03,0.37,,,,0.0,0,0.0
Dominic Whitmore,Team 36,Team 36,CF,26,3000000,46752,20,1056,3,4.95,3,0.77,20.45,31.25,Sweden,Sweden,right,176,74,yes,2.81,3.07,41.67,5.97,22.86,0.09,0.12,0.09,1.45,2.02,1.62,1,0.09,0,0.0,1.02,0.26,3,0.26,0.42,0,0.0,23,1.96,43.48,13.043,0.26,0.26,33.33,0.09,0.0,0.17,50.0,0.0,0.26,33.33,6.99,34.15,3.32,0.0,0.09,9.46,1.53,1.79,16.11,69.84,4.43,57.69,4.6,79.63,3.92,67.39,15.77,70.27,0.17,50.0,13.55,3.59,0.07,0.51,0.17,0.0,0.0,0.0,0.43,1.88,50.0,1.02,41.67,0.0,0.0,0.51,0.09,1.28,80.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Julian Thornton,Team 36,Team 36,"RCB, RB",25,2500000,46752,21,1897,0,0.53,0,2.25,14.9,58.28,Sweden,Sweden,right,175,77,yes,7.31,5.69,62.5,2.75,46.55,0.09,0.13,0.38,3.65,4.99,0.95,2,0.09,0,0.0,1.33,0.0,0,0.0,0.03,0,0.0,13,0.62,7.69,0.0,0.0,1.19,28.0,0.14,66.67,0.95,25.0,0.24,1.38,65.52,4.46,55.32,0.47,1.28,0.05,29.7,0.62,1.8,42.22,84.27,17.55,75.68,5.65,99.16,13.05,89.82,36.53,89.48,4.55,56.25,18.85,35.26,0.11,0.9,0.05,0.05,0.09,50.0,0.19,8.35,79.55,2.18,41.3,0.43,22.22,0.66,0.38,8.07,78.24,0,,0,,0,0.0,0.0,0.0,,,0.76,,,0.38,0.0,0.0,1.0,0,0.0
Julian Holbrook,Team 36,Team 36,CF,26,2500000,47118,1,17,0,0.0,0,0.0,,,Slovenia,Slovenia,left,173,66,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Nikolai Thornton,Team 36,Team 36,"CF, AMF, LAMF",27,2200000,47483,20,1514,5,4.95,3,2.7,17.83,40.0,Paraguay,"Paraguay, Italy",right,170,71,yes,1.84,2.85,31.25,1.31,31.82,0.0,0.0,0.06,0.95,1.32,1.37,3,0.18,0,0.0,3.45,0.3,5,0.3,0.29,0,0.0,44,2.62,34.09,11.364,0.18,1.9,25.0,0.59,10.0,1.31,31.82,0.3,3.98,49.25,12.13,42.65,3.8,2.91,0.42,21.04,1.37,2.2,25.8,82.03,7.13,75.0,6.84,91.3,5.94,81.0,23.24,86.96,0.83,71.43,15.83,22.89,0.16,1.19,0.12,0.0,0.24,50.0,0.59,3.09,84.62,2.73,56.52,0.36,66.67,1.72,0.3,3.33,85.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.12,0.06,100.0,0.36,0,0.0
Theo Fletcher,Team 36,Team 36,"RB, RCB",26,2000000,47118,14,609,1,0.7,1,0.83,14.04,53.68,Colombia,Colombia,right,175,63,yes,9.31,6.8,71.74,2.66,33.33,0.59,0.98,0.3,3.84,6.39,1.33,1,0.15,0,0.0,2.51,0.15,1,0.15,0.1,0,0.0,11,1.63,36.36,9.091,0.15,5.91,20.0,0.15,0.0,5.76,20.51,1.18,1.33,55.56,3.4,47.83,1.92,0.89,0.0,31.03,1.77,0.3,40.94,72.56,13.3,73.33,5.17,85.71,15.96,73.15,31.33,83.49,3.84,61.54,19.24,23.64,0.12,0.74,0.15,0.0,0.3,0.0,0.59,6.5,70.45,5.62,42.11,0.44,0.0,1.18,1.18,9.75,81.82,0,,0,,0,0.0,0.0,0.0,,,0.74,,,0.0,0.0,0.0,0.15,0,0.0
Felix Mercer,Team 36,Team 36,"LW, LB, LWB",25,2000000,47118,18,1721,4,2.46,1,2.51,18.72,44.97,Slovenia,Slovenia,left,169,65,yes,7.27,7.64,48.63,1.73,39.39,0.21,0.29,0.05,3.35,4.56,1.93,6,0.31,1,0.05,4.13,0.21,4,0.21,0.13,0,0.0,42,2.2,30.95,9.524,0.05,4.24,37.04,4.24,37.04,0.0,0.0,0.21,2.98,61.4,7.48,44.76,2.25,2.04,0.37,23.38,1.46,1.05,32.06,71.13,11.4,62.39,4.65,91.01,10.72,72.2,24.84,80.21,3.24,46.77,18.61,29.09,0.13,1.15,0.05,0.0,0.05,100.0,0.84,3.77,72.22,4.08,46.15,0.21,50.0,1.26,1.36,6.59,70.63,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.21,0.05,0.0,0.21,0,0.0
Tobias Valen,Team 36,Team 36,"LCMF, LW",26,1500000,47483,7,286,0,0.48,0,0.0,17.62,46.43,Ecuador,"Ecuador, Spain",right,174,63,yes,7.55,9.13,58.62,2.2,28.57,0.0,0.0,0.0,2.2,3.56,1.89,0,0.0,0,0.0,1.26,0.0,0,0.0,0.15,0,0.0,4,1.26,25.0,0.0,0.0,0.63,50.0,0.0,0.0,0.63,50.0,0.0,0.94,33.33,4.09,30.77,0.94,0.94,0.0,24.86,0.31,0.63,33.04,85.71,9.13,75.86,7.55,91.67,7.87,92.0,31.15,86.87,1.26,75.0,14.71,11.71,0.0,0.0,0.0,0.0,0.31,100.0,0.0,4.09,76.92,0.63,50.0,0.31,100.0,0.0,0.31,3.78,91.67,0,,0,,0,0.0,0.0,0.0,,,0.31,,,0.0,0.0,0.0,0.31,0,0.0
